Date,Adj Close,,,,,,
2015-01-02,2058.199951,,,,,,
2015-01-05,2020.579956,-1.827810509,,,,,
2015-01-06,2002.609985,-0.889347187,,,,,
2015-01-07,2025.900024,1.1629842643,,3daysago,2daysago,1dayago,current
2015-01-08,2062.139893,1.7888281046,,-1.827810509,-0.889347187,1.1629842643,1.7888281046
2015-01-09,2044.810059,-0.8403811041,,-0.889347187,1.1629842643,1.7888281046,-0.8403811041
2015-01-12,2028.26001,-0.8093685243,,1.1629842643,1.7888281046,-0.8403811041,-0.8093685243
2015-01-13,2023.030029,-0.2578555498,,1.7888281046,-0.8403811041,-0.8093685243,-0.2578555498
2015-01-14,2011.27002,-0.581306695,,-0.8403811041,-0.8093685243,-0.2578555498,-0.581306695
2015-01-15,1992.670044,-0.9247876126,,-0.8093685243,-0.2578555498,-0.581306695,-0.9247876126
2015-01-16,2019.420044,1.3424199395,,-0.2578555498,-0.581306695,-0.9247876126,1.3424199395
2015-01-20,2022.550049,0.1549952428,,-0.581306695,-0.9247876126,1.3424199395,0.1549952428
2015-01-21,2032.119995,0.4731623825,,-0.9247876126,1.3424199395,0.1549952428,0.4731623825
2015-01-22,2063.149902,1.5269721806,,1.3424199395,0.1549952428,0.4731623825,1.5269721806
2015-01-23,2051.820068,-0.5491522448,,0.1549952428,0.4731623825,1.5269721806,-0.5491522448
2015-01-26,2057.090088,0.2568461086,,0.4731623825,1.5269721806,-0.5491522448,0.2568461086
2015-01-27,2029.550049,-1.3387862379,,1.5269721806,-0.5491522448,0.2568461086,-1.3387862379
2015-01-28,2002.160034,-1.3495609538,,-0.5491522448,0.2568461086,-1.3387862379,-1.3495609538
2015-01-29,2021.25,0.9534685378,,0.2568461086,-1.3387862379,-1.3495609538,0.9534685378
2015-01-30,1994.98999,-1.2991965368,,-1.3387862379,-1.3495609538,0.9534685378,-1.2991965368
2015-02-02,2020.849976,1.2962464037,,-1.3495609538,0.9534685378,-1.2991965368,1.2962464037
2015-02-03,2050.030029,1.4439494939,,0.9534685378,-1.2991965368,1.2962464037,1.4439494939
2015-02-04,2041.51001,-0.415604595,,-1.2991965368,1.2962464037,1.4439494939,-0.415604595
2015-02-05,2062.52002,1.02914068,,1.2962464037,1.4439494939,-0.415604595,1.02914068
2015-02-06,2055.469971,-0.3418172397,,1.4439494939,-0.415604595,1.02914068,-0.3418172397
2015-02-09,2046.73999,-0.4247194619,,-0.415604595,1.02914068,-0.3418172397,-0.4247194619
2015-02-10,2068.590088,1.0675561188,,1.02914068,-0.3418172397,-0.4247194619,1.0675561188
2015-02-11,2068.530029,-0.0029033785,,-0.3418172397,-0.4247194619,1.0675561188,-0.0029033785
2015-02-12,2088.47998,0.964450635,,-0.4247194619,1.0675561188,-0.0029033785,0.964450635
2015-02-13,2096.98999,0.4074738605,,1.0675561188,-0.0029033785,0.964450635,0.4074738605
2015-02-17,2100.340088,0.1597574626,,-0.0029033785,0.964450635,0.4074738605,0.1597574626
2015-02-18,2099.679932,-0.0314309099,,0.964450635,0.4074738605,0.1597574626,-0.0314309099
2015-02-19,2097.449951,-0.1062057586,,0.4074738605,0.1597574626,-0.0314309099,-0.1062057586
2015-02-20,2110.300049,0.6126533791,,0.1597574626,-0.0314309099,-0.1062057586,0.6126533791
2015-02-23,2109.659912,-0.0303339329,,-0.0314309099,-0.1062057586,0.6126533791,-0.0303339329
2015-02-24,2115.47998,0.2758770723,,-0.1062057586,0.6126533791,-0.0303339329,0.2758770723
2015-02-25,2113.860107,-0.0765723626,,0.6126533791,-0.0303339329,0.2758770723,-0.0765723626
2015-02-26,2110.73999,-0.1476028139,,-0.0303339329,0.2758770723,-0.0765723626,-0.1476028139
2015-02-27,2104.5,-0.2956304438,,0.2758770723,-0.0765723626,-0.1476028139,-0.2956304438
2015-03-02,2117.389893,0.6124919458,,-0.0765723626,-0.1476028139,-0.2956304438,0.6124919458
2015-03-03,2107.780029,-0.4538542491,,-0.1476028139,-0.2956304438,0.6124919458,-0.4538542491
2015-03-04,2098.530029,-0.4388503484,,-0.2956304438,0.6124919458,-0.4538542491,-0.4388503484
2015-03-05,2101.040039,0.1196080097,,0.6124919458,-0.4538542491,-0.4388503484,0.1196080097
2015-03-06,2071.26001,-1.4173946449,,-0.4538542491,-0.4388503484,0.1196080097,-1.4173946449
2015-03-09,2079.429932,0.3944421251,,-0.4388503484,0.1196080097,-1.4173946449,0.3944421251
2015-03-10,2044.160034,-1.6961330342,,0.1196080097,-1.4173946449,0.3944421251,-1.6961330342
2015-03-11,2040.23999,-0.1917679602,,-1.4173946449,0.3944421251,-1.6961330342,-0.1917679602
2015-03-12,2065.949951,1.2601439598,,0.3944421251,-1.6961330342,-0.1917679602,1.2601439598
2015-03-13,2053.399902,-0.6074711052,,-1.6961330342,-0.1917679602,1.2601439598,-0.6074711052
2015-03-16,2081.189941,1.3533671144,,-0.1917679602,1.2601439598,-0.6074711052,1.3533671144
2015-03-17,2074.280029,-0.3320173649,,1.2601439598,-0.6074711052,1.3533671144,-0.3320173649
2015-03-18,2099.5,1.2158421547,,-0.6074711052,1.3533671144,-0.3320173649,1.2158421547
2015-03-19,2089.27002,-0.4872579186,,1.3533671144,-0.3320173649,1.2158421547,-0.4872579186
2015-03-20,2108.100098,0.9012754608,,-0.3320173649,1.2158421547,-0.4872579186,0.9012754608
2015-03-23,2104.419922,-0.1745731146,,1.2158421547,-0.4872579186,0.9012754608,-0.1745731146
2015-03-24,2091.5,-0.6139422016,,-0.4872579186,0.9012754608,-0.1745731146,-0.6139422016
2015-03-25,2061.050049,-1.455890557,,0.9012754608,-0.1745731146,-0.6139422016,-1.455890557
2015-03-26,2056.149902,-0.2377500247,,-0.1745731146,-0.6139422016,-1.455890557,-0.2377500247
2015-03-27,2061.02002,0.2368561745,,-0.6139422016,-1.455890557,-0.2377500247,0.2368561745
2015-03-30,2086.23999,1.2236644843,,-1.455890557,-0.2377500247,0.2368561745,1.2236644843
2015-03-31,2067.889893,-0.8795774737,,-0.2377500247,0.2368561745,1.2236644843,-0.8795774737
